distance,pvalue,significant,pvalue_adj,significant_adj,name
0.01737046241760254,0.661,False,0.9999962515851645,False,STAT2g2
0.029569625854492188,0.007,False,0.32522665957951713,False,CAV1g4
0.3154723644256592,0.067,False,0.9431711586362546,False,STAT1g2
0.010650634765625,0.016,False,0.5814615946528208,False,CD86g1
0.037442922592163086,0.001,True,0.0943021550413323,False,IRF7g2
0.0,1.0,False,1.0,False,control
0.024225950241088867,0.238,False,0.9988808861166357,False,ATF2g4
0.0955202579498291,0.001,True,0.0943021550413323,False,STAT3g4
0.10245966911315918,0.258,False,0.9992243001156466,False,JAK2g2
0.03746914863586426,0.974,False,0.9999962515851645,False,NFKBIAg1
0.01961231231689453,0.005,False,0.2560191379932616,False,CAV1g1
0.21837306022644043,0.59,False,0.9999962515851645,False,SMAD4g1
0.030722379684448242,0.652,False,0.9999962515851645,False,STAT5Ag2
0.02577948570251465,0.001,True,0.0943021550413323,False,CMTM6g2
0.1133730411529541,0.14,False,0.9928368507856031,False,JAK2g3
0.029465436935424805,0.006,False,0.29038316423538524,False,ATF2g2
0.017330408096313477,0.608,False,0.9999962515851645,False,CMTM6g3
0.01914048194885254,0.028,False,0.736782686921265,False,STAT5Ag3
0.13526654243469238,0.061,False,0.9332239897060038,False,IFNGR1g4
0.026181936264038086,0.001,True,0.0943021550413323,False,UBE2L6g2
0.0228116512298584,0.001,True,0.0943021550413323,False,CD86g4
0.041716814041137695,0.088,False,0.9698141189402039,False,PDCD1LG2g1
0.10519051551818848,0.027,False,0.7312080036377064,False,CUL3g1
0.05307412147521973,0.588,False,0.9999962515851645,False,BRD4g4
0.02329230308532715,0.016,False,0.5814615946528208,False,MARCH8g2
0.07867836952209473,0.106,False,0.981326554576648,False,IRF1g2
0.030426740646362305,0.001,True,0.0943021550413323,False,POU2F2g1
0.046425580978393555,0.001,True,0.0943021550413323,False,BRD4g3
0.030260562896728516,0.001,True,0.0943021550413323,False,MARCH8g3
0.04248929023742676,0.001,True,0.0943021550413323,False,IFNGR1g2
0.05545163154602051,0.001,True,0.0943021550413323,False,ETV7g3
0.021008014678955078,0.001,True,0.0943021550413323,False,UBE2L6g1
0.1283435821533203,0.001,True,0.0943021550413323,False,IFNGR1g3
0.022111177444458008,0.001,True,0.0943021550413323,False,ETV7g1
0.08309054374694824,0.001,True,0.0943021550413323,False,IRF1g1
0.04293251037597656,0.001,True,0.0943021550413323,False,CD86g2
0.3201782703399658,0.001,True,0.0943021550413323,False,IRF1g4
0.023916959762573242,0.001,True,0.0943021550413323,False,STAT3g3
0.07413077354431152,0.017,False,0.5900008774542809,False,IFNGR2g2
0.024720191955566406,0.019,False,0.6167780565554346,False,PDCD1LG2g3
0.013145685195922852,0.08,False,0.9612987255755006,False,ETV7g2
0.016390085220336914,0.187,False,0.9961375850269449,False,CMTM6g1
0.03212261199951172,0.001,True,0.0943021550413323,False,PDCD1LG2g4
0.1381075382232666,0.001,True,0.0943021550413323,False,STAT1g3
0.024928808212280273,0.001,True,0.0943021550413323,False,CAV1g3
0.0165555477142334,0.001,True,0.0943021550413323,False,MARCH8g1
0.3144214153289795,0.883,False,0.9999962515851645,False,IFNGR2g4
0.0598752498626709,0.005,False,0.2560191379932616,False,NFKBIAg2
0.015399694442749023,0.31,False,0.9997754733893698,False,MARCH8g4
0.11838245391845703,0.148,False,0.9930236632210203,False,IFNGR2g1
0.06287360191345215,0.051,False,0.9000659825602442,False,STAT5Ag1
0.026430368423461914,0.916,False,0.9999962515851645,False,NFKBIAg3
0.1279740333557129,0.124,False,0.9889046856848244,False,JAK2g1
0.06112074851989746,0.801,False,0.9999962515851645,False,IRF7g3
0.026819467544555664,0.001,True,0.0943021550413323,False,TNFRSF14g2
0.02774643898010254,0.001,True,0.0943021550413323,False,STAT3g1
0.09768962860107422,0.166,False,0.9956849928554542,False,IFNGR2g3
0.02918553352355957,0.003,False,0.16995848324732948,False,STAT5Ag4
0.020786046981811523,0.035,False,0.8057967856643387,False,IRF7g1
0.287686824798584,0.52,False,0.9999961884551416,False,BRD4g2
0.00880122184753418,0.018,False,0.6040084878853287,False,ATF2g1
0.019249677658081055,0.358,False,0.9998659913862046,False,CD86g3
0.21547865867614746,0.001,True,0.0943021550413323,False,IRF1g3
0.012024164199829102,0.066,False,0.9431711586362546,False,TNFRSF14g3
0.06976580619812012,0.001,True,0.0943021550413323,False,POU2F2g3
0.06109786033630371,0.102,False,0.981326554576648,False,STAT2g3
0.10769200325012207,0.001,True,0.0943021550413323,False,SMAD4g4
0.03705334663391113,0.001,True,0.0943021550413323,False,ETV7g4
0.2739393711090088,0.001,True,0.0943021550413323,False,SMAD4g2
0.30947136878967285,0.001,True,0.0943021550413323,False,CUL3g2
0.016091585159301758,0.003,False,0.16995848324732948,False,CAV1g2
0.012394189834594727,0.001,True,0.0943021550413323,False,TNFRSF14g1
0.7236323356628418,0.035,False,0.8057967856643387,False,SPI1g4
0.1868741512298584,0.102,False,0.981326554576648,False,STAT1g1
0.13491177558898926,0.001,True,0.0943021550413323,False,JAK2g4
0.13715338706970215,0.001,True,0.0943021550413323,False,MYCg3
0.21976733207702637,0.001,True,0.0943021550413323,False,MYCg1
0.0456693172454834,0.55,False,0.9999962515851645,False,STAT3g2
0.3464944362640381,0.306,False,0.9997754733893698,False,SMAD4g3
0.1007697582244873,0.346,False,0.9998659913862046,False,UBE2L6g3
0.12267923355102539,0.023,False,0.680233014910173,False,IFNGR1g1
0.07684683799743652,0.066,False,0.9431711586362546,False,STAT2g4
0.07570719718933105,0.628,False,0.9999962515851645,False,IRF7g4
0.019780397415161133,0.933,False,0.9999962515851645,False,STAT2g1
0.06542658805847168,0.139,False,0.9928368507856031,False,ATF2g3
0.05284881591796875,0.001,True,0.0943021550413323,False,POU2F2g2
0.23547816276550293,0.003,False,0.16995848324732948,False,NFKBIAg4
0.23299860954284668,0.17,False,0.9956849928554542,False,STAT1g4
0.5709629058837891,0.351,False,0.9998659913862046,False,SPI1g1
0.08239912986755371,0.178,False,0.9958656152398282,False,UBE2L6g4
0.11965155601501465,0.558,False,0.9999962515851645,False,POU2F2g4
0.0666344165802002,0.008,False,0.35710215725699873,False,MYCg2
0.31035542488098145,0.754,False,0.9999962515851645,False,BRD4g1
